geo_level,geo_name,pct_black_alone,reason_for_unemployment,population_group,race_or_ethnicity,unemployed_population_per_100_people,quartiles_action_race,bls_year,acs_year
state,North Carolina,20.6,Job losers and people who completed temporary jobs - Total,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,0.899,51-75% of geographies,2024,2023
state,North Carolina,20.6,Total unemployed,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,1.198,26-50% of geographies,2024,2023
state,North Carolina,20.6,New entrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,North Carolina,20.6,Job leavers,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,0.3,Top 25% of geographies,2024,2023
state,North Carolina,20.6,Reentrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,0.3,Bottom 25% of geographies,2024,2023
state,North Carolina,20.6,Job losers and people who completed temporary jobs - On temporary layoff,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,North Dakota,3.2,Job losers and people who completed temporary jobs - On temporary layoff,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,51-75% of geographies,2024,2023
state,North Dakota,3.2,Total unemployed,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,26-50% of geographies,2024,2023
state,North Dakota,3.2,Reentrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,51-75% of geographies,2024,2023
state,North Dakota,3.2,Job losers and people who completed temporary jobs - Total,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,26-50% of geographies,2024,2023
state,North Dakota,3.2,Job leavers,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,51-75% of geographies,2024,2023
state,North Dakota,3.2,New entrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,26-50% of geographies,2024,2023
state,Ohio,12.3,Job losers and people who completed temporary jobs - Total,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,1.041,51-75% of geographies,2024,2023
state,Ohio,12.3,Job leavers,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,Ohio,12.3,Job losers and people who completed temporary jobs - On temporary layoff,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Top 25% of geographies,2024,2023
state,Ohio,12.3,New entrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,0.694,Top 25% of geographies,2024,2023
state,Ohio,12.3,Total unemployed,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,3.124,51-75% of geographies,2024,2023
state,Ohio,12.3,Reentrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,1.388,Top 25% of geographies,2024,2023
state,Oklahoma,7.1,New entrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,51-75% of geographies,2024,2023
state,Oklahoma,7.1,Reentrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,26-50% of geographies,2024,2023
state,Oklahoma,7.1,Job losers and people who completed temporary jobs - On temporary layoff,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,26-50% of geographies,2024,2023
state,Oklahoma,7.1,Total unemployed,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,26-50% of geographies,2024,2023
state,Oklahoma,7.1,Job leavers,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,51-75% of geographies,2024,2023
state,Oklahoma,7.1,Job losers and people who completed temporary jobs - Total,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,26-50% of geographies,2024,2023
state,Oregon,1.9,Job losers and people who completed temporary jobs - Total,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,0.53,51-75% of geographies,2024,2023
state,Oregon,1.9,Reentrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,1.06,Top 25% of geographies,2024,2023
state,Oregon,1.9,Job losers and people who completed temporary jobs - On temporary layoff,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,26-50% of geographies,2024,2023
state,Oregon,1.9,Total unemployed,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,2.121,51-75% of geographies,2024,2023
state,Oregon,1.9,New entrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,0.53,Bottom 25% of geographies,2024,2023
state,Oregon,1.9,Job leavers,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,0.53,Top 25% of geographies,2024,2023
state,Pennsylvania,10.7,Reentrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,0.416,26-50% of geographies,2024,2023
state,Pennsylvania,10.7,Job losers and people who completed temporary jobs - On temporary layoff,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,0.416,51-75% of geographies,2024,2023
state,Pennsylvania,10.7,Job leavers,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,0.208,26-50% of geographies,2024,2023
state,Pennsylvania,10.7,Job losers and people who completed temporary jobs - Total,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,0.833,51-75% of geographies,2024,2023
state,Pennsylvania,10.7,Total unemployed,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,1.873,26-50% of geographies,2024,2023
state,Pennsylvania,10.7,New entrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,0.208,26-50% of geographies,2024,2023
state,Rhode Island,5.8,Job losers and people who completed temporary jobs - On temporary layoff,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Top 25% of geographies,2024,2023
state,Rhode Island,5.8,Reentrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,26-50% of geographies,2024,2023
state,Rhode Island,5.8,Job leavers,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,51-75% of geographies,2024,2023
state,Rhode Island,5.8,Job losers and people who completed temporary jobs - Total,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Top 25% of geographies,2024,2023
state,Rhode Island,5.8,New entrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,Rhode Island,5.8,Total unemployed,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Top 25% of geographies,2024,2023
state,South Carolina,25.3,Job losers and people who completed temporary jobs - Total,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,2.229,51-75% of geographies,2024,2023
state,South Carolina,25.3,Reentrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,51-75% of geographies,2024,2023
state,South Carolina,25.3,Job leavers,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Top 25% of geographies,2024,2023
state,South Carolina,25.3,Total unemployed,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,3.344,51-75% of geographies,2024,2023
state,South Carolina,25.3,New entrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,1.115,Top 25% of geographies,2024,2023
state,South Carolina,25.3,Job losers and people who completed temporary jobs - On temporary layoff,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,South Dakota,2.2,Total unemployed,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,South Dakota,2.2,Job leavers,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,South Dakota,2.2,Job losers and people who completed temporary jobs - On temporary layoff,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,51-75% of geographies,2024,2023
state,South Dakota,2.2,Reentrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,South Dakota,2.2,Job losers and people who completed temporary jobs - Total,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,South Dakota,2.2,New entrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,Tennessee,15.9,Total unemployed,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,26-50% of geographies,2024,2023
state,Tennessee,15.9,New entrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,Tennessee,15.9,Job losers and people who completed temporary jobs - On temporary layoff,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,Tennessee,15.9,Job leavers,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,51-75% of geographies,2024,2023
state,Tennessee,15.9,Job losers and people who completed temporary jobs - Total,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,Bottom 25% of geographies,2024,2023
state,Tennessee,15.9,Reentrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,,51-75% of geographies,2024,2023
state,Texas,12.2,Job leavers,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,0.253,51-75% of geographies,2024,2023
state,Texas,12.2,Reentrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,0.885,Top 25% of geographies,2024,2023
state,Texas,12.2,New entrants,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,0.379,51-75% of geographies,2024,2023
state,Texas,12.2,Total unemployed,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,2.782,51-75% of geographies,2024,2023
state,Texas,12.2,Job losers and people who completed temporary jobs - On temporary layoff,Asian,Person-level number of unemployed persons per 100 people identifying as Asian,0.063,26-50% of geographies,2024,2023
